hour_of_day,avg_temp
0,25.156216216216205
1,25.533749999999998
2,23.892000000000003
3,26.251162790697677
4,23.76133333333333
5,25.24092592592592
6,25.453333333333333
7,24.551999999999996
8,23.2725
9,23.995428571428572
10,24.014687500000004
11,22.948124999999994
12,25.593750000000004
13,25.170476190476194
14,26.21744186046512
15,24.75133333333333
16,24.535675675675673
17,26.604363636363637
18,24.649722222222223
19,24.528
20,26.140857142857147
21,25.40333333333333
22,25.99022727272727
23,25.71127659574468
